# generated large 2D fixture
# 61 x 41 grid and 3 timesteps
# Chunk Coord1 Coord2 Ncount c_rho
100 2501 12505
661 2.5 0.6 0 0.17831534
662 2.55 0.6 0 0.17554079
663 2.6 0.6 0 0.17330388
664 2.65 0.6 0 0.17162076
665 2.7 0.6 0 0.17050359
666 2.75 0.6 0 0.16996044
667 2.8 0.6 0 0.16999522
668 2.85 0.6 0 0.1706077
669 2.9 0.6 0 0.17179343
670 2.95 0.6 0 0.17354387
671 3 0.6 0 0.17584637
672 0 0.66 0 0.25
673 0.05 0.66 0 0.25613946
674 0.1 0.66 0 0.26223458
675 0.15 0.66 0 0.26824137
676 0.2 0.66 0 0.27411644
677 0.25 0.66 0 0.27981737
678 0.3 0.66 0 0.285303
679 0.35 0.66 0 0.29053372
680 0.4 0.66 0 0.29547176
681 0.45 0.66 0 0.30008147
682 0.5 0.66 0 0.30432956
683 0.55 0.66 0 0.30818535
684 0.6 0.66 0 0.311621
685 0.65 0.66 3 1.2746117
686 0.7 0.66 4 1.5971359
687 0.75 0.66 5 1.9191753
688 0.8 0.66 2 0.96071521
689 0.85 0.66 3 1.2817445
690 0.9 0.66 4 1.6022558
691 0.95 0.66 0 0.32224531
692 1 0.66 0 0.32171318
693 1.05 0.66 0 0.32066324
694 1.1 0.66 0 0.31910306
695 1.15 0.66 0 0.31704391
696 1.2 0.66 0 0.31450067
697 1.25 0.66 0 0.31149168
698 1.3 0.66 0 0.30803869
699 1.35 0.66 0 0.30416662
700 1.4 0.66 0 0.29990343
701 1.45 0.66 0 0.2952799
702 1.5 0.66 4 1.5703294
703 1.55 0.66 5 1.8850877
704 1.6 0.66 2 0.91959271
705 1.65 0.66 3 1.233884
706 1.7 0.66 4 1.5480028
707 1.75 0.66 5 1.8619917
708 1.8 0.66 2 0.89589391
709 1.85 0.66 3 1.2097536
710 1.9 0.66 4 1.5236151
711 1.95 0.66 5 1.8375226
712 2 0.66 2 0.8715203
713 2.05 0.66 3 1.1856514
714 2.1 0.66 4 1.4999583
715 2.15 0.66 5 1.8144822
716 2.2 0.66 2 0.84926245
717 2.25 0.66 3 1.1643369
718 2.3 0.66 4 1.4797411
719 2.35 0.66 5 1.7955081
720 2.4 0.66 2 0.83166867
721 2.45 0.66 3 1.1482504
722 2.5 0.66 4 1.465278
723 2.55 0.66 5 1.7827729
724 2.6 0.66 0 0.18075328
725 2.65 0.66 0 0.17923365
726 2.7 0.66 0 0.17822499
727 2.75 0.66 0 0.17773459
728 2.8 0.66 0 0.177766
729 2.85 0.66 0 0.17831898
730 2.9 0.66 0 0.17938955
731 2.95 0.66 0 0.18096997
732 3 0.66 0 0.18304883
733 0 0.72 4 1.53
734 0.05 0.72 5 1.8554357
735 0.1 0.72 2 0.90083214
736 0.15 0.72 3 1.2261504
737 0.2 0.72 0 0.27135198
738 0.25 0.72 0 0.27639941
739 0.3 0.72 0 0.28125623
740 0.35 0.72 0 0.28588736
741 0.4 0.72 4 1.5702594
742 0.45 0.72 5 1.8943406
743 0.5 0.72 2 0.93810178
744 0.55 0.72 3 1.2615156
745 0.6 0.72 4 1.5845574
746 0.65 0.72 5 1.9072053
747 0.7 0.72 2 0.94944012
748 0.75 0.72 3 1.2712458
749 0.8 0.72 4 1.5926091
750 0.85 0.72 5 1.9135205
751 0.9 0.72 0 0.31397312
752 0.95 0.72 0 0.31396386
753 1 0.72 0 0.31349273
754 1.05 0.72 0 0.31256314
755 1.1 0.72 0 0.3111818
756 1.15 0.72 0 0.3093587
757 1.2 0.72 0 0.30710698
758 1.25 0.72 0 0.30444291
759 1.3 0.72 0 0.30138573
760 1.35 0.72 0 0.29795752
761 1.4 0.72 0 0.29418302
762 1.45 0.72 0 0.29008948
763 1.5 0.72 0 0.28570648
764 1.55 0.72 0 0.28106565
765 1.6 0.72 4 1.5562005
766 1.65 0.72 5 1.8711462
767 1.7 0.72 2 0.90593917
768 1.75 0.72 3 1.2206171
769 1.8 0.72 4 1.5352183
770 1.85 0.72 5 1.8497818
771 1.9 0.72 2 0.88434697
772 1.95 0.72 3 1.1989529
773 2 0.72 4 1.5136386
774 2.05 0.72 5 1.8284425
775 2.1 0.72 2 0.86340199
776 2.15 0.72 3 1.1785536
777 2.2 0.72 4 1.4939322
778 2.25 0.72 5 1.8095712
779 2.3 0.72 2 0.84550223
780 2.35 0.72 3 1.1617545
781 2.4 0.72 4 1.4783552
782 2.45 0.72 5 1.7953287
783 2.5 0.72 2 0.83269705
784 2.55 0.72 3 1.1504791
785 2.6 0.72 4 1.468691
786 2.65 0.72 5 1.7873456
787 2.7 0.72 2 0.82645253
788 2.75 0.72 3 1.1460183
789 2.8 0.72 4 1.4660462
790 2.85 0.72 0 0.18653575
791 2.9 0.72 0 0.1874836
792 2.95 0.72 0 0.18888286
793 3 0.72 4 1.4707234
794 0 0.78 2 0.89
795 0.05 0.78 3 1.2146936
796 0.1 0.78 4 1.5393533
797 0.15 0.78 5 1.8639455
798 0.2 0.78 2 0.90843695
799 0.25 0.78 3 1.2327953
800 0.3 0.78 4 1.556989
801 0.35 0.78 5 1.8809879
802 0.4 0.78 2 0.92476304
803 0.45 0.78 3 1.2482871
804 0.5 0.78 4 1.5715348
805 0.55 0.78 5 1.8944825
806 0.6 0.78 2 0.93710908
807 0.65 0.78 3 1.2593955
808 0.7 0.78 4 1.5813252
809 0.75 0.78 5 1.9028843
810 0.8 0.78 2 0.94406158
811 0.85 0.78 0 0.30484848
812 0.9 0.78 0 0.30523934
813 0.95 0.78 0 0.30523134
814 1 0.78 0 0.30482453
815 1.05 0.78 0 0.30402185
816 1.1 0.78 0 0.3028291
817 1.15 0.78 0 0.30125489
818 1.2 0.78 0 0.29931058
819 1.25 0.78 0 0.29701022
820 1.3 0.78 0 0.29437042
821 1.35 0.78 0 0.29141023
822 1.4 0.78 0 0.28815103
823 1.45 0.78 0 0.28461636
824 1.5 0.78 0 0.28083174
825 1.55 0.78 0 0.27682449
826 1.6 0.78 0 0.27262355
827 1.65 0.78 3 1.2282592
828 1.7 0.78 4 1.5437631
829 1.75 0.78 5 1.8591676
830 1.8 0.78 2 0.89450587
831 1.85 0.78 3 1.2098116
832 1.9 0.78 4 1.5251187
833 1.95 0.78 5 1.8404611
834 2 0.78 2 0.87587232
835 2.05 0.78 3 1.1913856
836 2.1 0.78 4 1.5070332
837 2.15 0.78 5 1.8228467
838 2.2 0.78 2 0.85885626
839 2.25 0.78 3 1.1750907
840 2.3 0.78 4 1.4915772
841 2.35 0.78 5 1.8083411
842 2.4 0.78 2 0.84540586
843 2.45 0.78 3 1.1627926
844 2.5 0.78 4 1.4805202
845 2.55 0.78 5 1.7986051
846 2.6 0.78 2 0.83706108
847 2.65 0.78 3 1.1558993
848 2.7 0.78 4 1.4751282
849 2.75 0.78 5 1.7947533
850 2.8 0.78 2 0.83477731
851 2.85 0.78 3 1.1552001
852 2.9 0.78 4 1.4760185
853 2.95 0.78 5 1.7972267
854 3 0.78 2 0.83881602
855 0 0.84 4 1.53
856 0.05 0.84 5 1.8539184
857 0.1 0.84 2 0.89780851
858 0.15 0.84 3 1.2216422
859 0.2 0.84 4 1.5453919
860 0.25 0.84 5 1.8690304
861 0.3 0.84 2 0.91253154
862 0.35 0.84 3 1.23587
863 0.4 0.84 4 1.5590216
864 0.45 0.84 5 1.8819636
865 0.5 0.84 2 0.92467491
866 0.55 0.84 3 1.2471358
867 0.6 0.84 4 1.5693286
868 0.65 0.84 5 1.8912373
869 0.7 0.84 2 0.93284833
870 0.75 0.84 3 1.25415
871 0.8 0.84 0 0.29513278
872 0.85 0.84 0 0.29578971
873 0.9 0.84 0 0.29611602
874 0.95 0.84 0 0.29610934
875 1 0.84 0 0.29576972
876 1.05 0.84 0 0.29509961
877 1.1 0.84 0 0.29410385
878 1.15 0.84 0 0.29278964
879 1.2 0.84 0 0.29116645
880 1.25 0.84 0 0.28924602
881 1.3 0.84 0 0.2870422
882 1.35 0.84 0 0.28457092
883 1.4 0.84 0 0.28185001
884 1.45 0.84 0 0.27889913
885 1.5 0.84 0 0.27573957
886 1.55 0.84 0 0.27239416
887 1.6 0.84 0 0.26888704
888 1.65 0.84 5 1.8652436
889 1.7 0.84 2 0.90149
890 1.75 0.84 3 1.2176535
891 1.8 0.84 4 1.5337617
892 1.85 0.84 5 1.8498427
893 1.9 0.84 2 0.88592492
894 1.95 0.84 3 1.2020365
895 2 0.84 4 1.5182056
896 2.05 0.84 5 1.8344599
897 2.1 0.84 2 0.87082641
898 2.15 0.84 3 1.1873313
899 2.2 0.84 4 1.504
900 2.25 0.84 5 1.8208563
901 2.3 0.84 2 0.85792309
902 2.35 0.84 3 1.1752215
903 2.4 0.84 4 1.492771
904 2.45 0.84 5 1.8105894
905 2.5 0.84 2 0.84869228
906 2.55 0.84 3 1.1670935
907 2.6 0.84 4 1.4858045
908 2.65 0.84 5 1.8048346
909 2.7 0.84 2 0.84419082
910 2.75 0.84 3 1.1638778
911 2.8 0.84 4 1.4838979
912 2.85 0.84 5 1.8042508
913 2.9 0.84 2 0.84493408
914 2.95 0.84 3 1.1659428
915 3 0.84 4 1.4872696
916 0 0.9 2 0.89
917 0.05 0.9 3 1.2131156
918 0.1 0.9 4 1.5362087
919 0.15 0.9 5 1.8592569
920 0.2 0.9 2 0.90223832
921 0.25 0.9 3 1.2251314
922 0.3 0.9 4 1.5479151
923 0.35 0.9 5 1.8705696
924 0.4 0.9 2 0.91307546
925 0.45 0.9 3 1.2354147
926 0.5 0.9 4 1.5575705
927 0.55 0.9 5 1.8795272
928 0.6 0.9 2 0.92127068
929 0.65 0.9 3 1.2427884
930 0.7 0.9 4 1.5640693
931 0.75 0.9 5 1.8851042
932 0.8 0.9 0 0.2858857
933 0.85 0.9 0 0.28640804
934 0.9 0.9 0 0.28666749
935 0.95 0.9 0 0.28666218
936 1 0.9 0 0.28639214
937 1.05 0.9 0 0.28585933
938 1.1 0.9 0 0.28506759
939 1.15 0.9 0 0.28402264
940 1.2 0.9 0 0.28273202
941 1.25 0.9 0 0.28120506
942 1.3 0.9 0 0.27945278
943 1.35 0.9 0 0.27748782
944 1.4 0.9 0 0.27532439
945 1.45 0.9 0 0.2729781
946 1.5 0.9 0 0.27046589
947 1.55 0.9 0 0.26780591
948 1.6 0.9 0 0.26501735
949 1.65 0.9 0 0.26212036
950 1.7 0.9 4 1.5391359
951 1.75 0.9 5 1.8560854
952 1.8 0.9 2 0.89299097
953 1.85 0.9 3 1.209875
954 1.9 0.9 4 1.5267598
955 1.95 0.9 5 1.8436681
956 2 0.9 2 0.88062215
957 2.05 0.9 3 1.1976439
958 2.1 0.9 4 1.5147548
959 2.15 0.9 5 1.8319758
960 2.2 0.9 2 0.869327
961 2.25 0.9 3 1.1868274
962 2.3 0.9 4 1.5044952
963 2.35 0.9 5 1.8223471
964 2.4 0.9 2 0.86039872
965 2.45 0.9 3 1.1786641
966 2.5 0.9 4 1.4971557
967 2.55 0.9 5 1.8158844
968 2.6 0.9 2 0.85485951
969 2.65 0.9 3 1.1740883
970 2.7 0.9 4 1.4935765
971 2.75 0.9 5 1.8133276
972 2.8 0.9 2 0.85334356
973 2.85 0.9 3 1.1736242
974 2.9 0.9 4 1.4941675
975 2.95 0.9 5 1.8149695
976 3 0.9 2 0.85602443
977 0 0.96 4 1.53
978 0.05 0.96 5 1.8522908
979 0.1 0.96 2 0.89456502
980 0.15 0.96 3 1.2168063
981 0.2 0.96 4 1.5389984
982 0.25 0.96 5 1.8611256
983 0.3 0.96 2 0.90317241
984 0.35 0.96 3 1.2251241
985 0.4 0.96 4 1.5469666
986 0.45 0.96 5 1.8686866
987 0.5 0.96 2 0.91027168
988 0.55 0.96 3 1.2317104
989 0.6 0.96 4 1.5529923
990 0.65 0.96 5 1.8741082
991 0.7 0.96 2 0.91505004
992 0.75 0.96 0 0.27581099
993 0.8 0.96 0 0.27638557
994 0.85 0.96 0 0.27676963
995 0.9 0.96 0 0.27696039
996 0.95 0.96 0 0.27695649
997 1 0.96 0 0.27675794
998 1.05 0.96 0 0.27636618
999 1.1 0.96 0 0.27578404
1000 1.15 0.96 0 0.27501572
1001 1.2 0.96 0 0.27406677
1002 1.25 0.96 0 0.27294405
1003 1.3 0.96 0 0.27165565
1004 1.35 0.96 0 0.27021089
1005 1.4 0.96 0 0.26862019
1006 1.45 0.96 0 0.26689504
1007 1.5 0.96 0 0.26504789
1008 1.55 0.96 0 0.2630921
1009 1.6 0.96 0 0.26104176
1010 1.65 0.96 0 0.2589117
1011 1.7 0.96 2 0.89671729
1012 1.75 0.96 3 1.2144744
1013 1.8 0.96 4 1.5321992
1014 1.85 0.96 5 1.8499081
1015 1.9 0.96 2 0.88761762
1016 1.95 0.96 3 1.2053444
1017 2 0.96 4 1.5231048
1018 2.05 0.96 5 1.8409149
1019 2.1 0.96 2 0.87879072
1020 2.15 0.96 3 1.1967474
1021 2.2 0.96 4 1.5147998
1022 2.25 0.96 5 1.832962
1023 2.3 0.96 2 0.87124717
1024 2.35 0.96 3 1.1896678
1025 2.4 0.96 4 1.5082352
1026 2.45 0.96 5 1.8269597
1027 2.5 0.96 2 0.86585064
1028 2.55 0.96 3 1.1849159
1029 2.6 0.96 4 1.5041624
1030 2.65 0.96 5 1.8235953
1031 2.7 0.96 2 0.86321899
1032 2.75 0.96 3 1.183036
1033 2.8 0.96 4 1.5030477
1034 2.85 0.96 5 1.8232541
1035 2.9 0.96 2 0.86365352
1036 2.95 0.96 3 1.1842432
1037 3 0.96 4 1.5050189
1038 0 1.02 2 0.89
1039 0.05 1.02 3 1.2114498
1040 0.1 1.02 4 1.5328892
1041 0.15 1.02 5 1.8543077
1042 0.2 1.02 2 0.89569509
1043 0.25 1.02 3 1.2170414
1044 0.3 1.02 4 1.5383368
1045 0.35 1.02 5 1.859572
1046 0.4 1.02 2 0.90073814
1047 0.45 1.02 3 1.2218267
1048 0.5 1.02 4 1.5428299
1049 0.55 1.02 5 1.8637404
1050 0.6 1.02 2 0.90455178
1051 0.65 1.02 3 1.225258
1052 0.7 1.02 4 1.5458541
1053 0.75 1.02 0 0.26633572
1054 0.8 1.02 0 0.26669937
1055 0.85 1.02 0 0.26694244
1056 0.9 1.02 0 0.26706317
1057 0.95 1.02 0 0.2670607
1058 1 1.02 0 0.26693504
1059 1.05 1.02 0 0.2666871
1060 1.1 1.02 0 0.26631866
1061 1.15 1.02 0 0.26583239
1062 1.2 1.02 0 0.26523181
1063 1.25 1.02 0 0.26452124
1064 1.3 1.02 0 0.26370581
1065 1.35 1.02 0 0.26279143
1066 1.4 1.02 0 0.26178468
1067 1.45 1.02 0 0.26069283
1068 1.5 1.02 0 0.25952378
1069 1.55 1.02 0 0.25828596
1070 1.6 1.02 0 0.25698831
1071 1.65 1.02 0 0.2556402
1072 1.7 1.02 4 1.5342514
1073 1.75 1.02 5 1.8528318
1074 1.8 1.02 2 0.89139184
1075 1.85 1.02 3 1.2099418
1076 1.9 1.02 4 1.5284922
1077 1.95 1.02 5 1.8470535
1078 2 1.02 2 0.88563603
1079 2.05 1.02 3 1.2042501
1080 2.1 1.02 4 1.5229057
1081 2.15 1.02 5 1.8416125
1082 2.2 1.02 2 0.88037984
1083 2.25 1.02 3 1.1992167
1084 2.3 1.02 4 1.5181314
1085 2.35 1.02 5 1.8371318
1086 2.4 1.02 2 0.87622508
1087 2.45 1.02 3 1.1954179
1088 2.5 1.02 4 1.5147159
1089 2.55 1.02 5 1.8341244
1090 2.6 1.02 2 0.87364741
1091 2.65 1.02 3 1.1932886
1092 2.7 1.02 4 1.5130504
1093 2.75 1.02 5 1.8329346
1094 2.8 1.02 2 0.87294197
1095 2.85 1.02 3 1.1930726
1096 2.9 1.02 4 1.5133254
1097 2.95 1.02 5 1.8336986
1098 3 1.02 2 0.87418951
1099 0 1.08 4 1.53
1100 0.05 1.08 5 1.8505987
1101 0.1 1.08 2 0.89119299
1102 0.15 1.08 3 1.2117787
1103 0.2 1.08 4 1.5323516
1104 0.25 1.08 5 1.8529075
1105 0.3 1.08 2 0.89344238
1106 0.35 1.08 3 1.2139524
1107 0.4 1.08 4 1.5344339
1108 0.45 1.08 5 1.8548834
1109 0.5 1.08 2 0.89529765
1110 0.55 1.08 3 1.2156736
1111 0.6 1.08 4 1.5360086
1112 0.65 1.08 5 1.8563003
1113 0.7 1.08 2 0.89654639
1114 0.75 1.08 0 0.25674525
1115 0.8 1.08 0 0.25689541
1116 0.85 1.08 0 0.25699577
1117 0.9 1.08 0 0.25704563
1118 0.95 1.08 0 0.25704461
1119 1 1.08 0 0.25699272
1120 1.05 1.08 0 0.25689034
1121 1.1 1.08 0 0.25673821
1122 1.15 1.08 0 0.25653742
1123 1.2 1.08 0 0.25628943
1124 1.25 1.08 0 0.25599603
1125 1.3 1.08 0 0.25565933
1126 1.35 1.08 0 0.25528176
1127 1.4 1.08 0 0.25486606
1128 1.45 1.08 0 0.25441522
1129 1.5 1.08 0 0.2539325
1130 1.55 1.08 0 0.25342139
1131 1.6 1.08 0 0.25288557
1132 1.65 1.08 0 0.25232892
1133 1.7 1.08 2 0.89175545
1134 1.75 1.08 3 1.2111693
1135 1.8 1.08 4 1.5305747
1136 1.85 1.08 5 1.849976
1137 1.9 1.08 2 0.88937741
1138 1.95 1.08 3 1.2087833
1139 2 1.08 4 1.5281981
1140 2.05 1.08 5 1.8476258
1141 2.1 1.08 2 0.88707065
1142 2.15 1.08 3 1.2065367
1143 2.2 1.08 4 1.5260277
1144 2.25 1.08 5 1.8455474
1145 2.3 1.08 2 0.88509927
1146 2.35 1.08 3 1.2046865
1147 2.4 1.08 4 1.5243121
1148 2.45 1.08 5 1.8439788
1149 2.5 1.08 2 0.88368899
1150 2.55 1.08 3 1.2034447
1151 2.6 1.08 4 1.5232478
1152 2.65 1.08 5 1.8430996
1153 2.7 1.08 2 0.88300125
1154 2.75 1.08 3 1.2029534
1155 2.8 1.08 4 1.5229565
1156 2.85 1.08 5 1.8430104
1157 2.9 1.08 2 0.88311481
1158 2.95 1.08 3 1.2032689
1159 3 1.08 4 1.5234716
1160 0 1.14 2 0.89
1161 0.05 1.14 3 1.2097433
1162 0.1 1.14 4 1.5294884
1163 0.15 1.14 5 1.8492372
1164 0.2 1.14 2 0.88899149
1165 0.25 1.14 3 1.2087531
1166 0.3 1.14 4 1.5285237
1167 0.35 1.14 5 1.848305
1168 0.4 1.14 2 0.88809845
1169 0.45 1.14 3 1.2079057
1170 0.5 1.14 4 1.527728
1171 0.55 1.14 5 1.8475668
1172 0.6 1.14 2 0.88742312
1173 0.65 1.14 3 1.2072981
1174 0.7 1.14 4 1.5271925
1175 0.75 1.14 0 0.24710722
1176 0.8 1.14 0 0.24704282
1177 0.85 1.14 0 0.24699978
1178 0.9 1.14 0 0.2469784
1179 0.95 1.14 0 0.24697883
1180 1 1.14 0 0.24700109
1181 1.05 1.14 0 0.24704499
1182 1.1 1.14 0 0.24711024
1183 1.15 1.14 0 0.24719635
1184 1.2 1.14 0 0.2473027
1185 1.25 1.14 0 0.24742853
1186 1.3 1.14 0 0.24757293
1187 1.35 1.14 0 0.24773485
1188 1.4 1.14 0 0.24791313
1189 1.45 1.14 0 0.24810648
1190 1.5 1.14 0 0.2483135
1191 1.55 1.14 0 0.24853269
1192 1.6 1.14 0 0.24876249
1193 1.65 1.14 0 0.24900122
1194 1.7 1.14 4 1.5292472
1195 1.75 1.14 5 1.8494985
1196 1.8 1.14 2 0.88975353
1197 1.85 1.14 3 1.2100103
1198 1.9 1.14 4 1.530267
1199 1.95 1.14 5 1.8505218
1200 2 1.14 2 0.89077279
1201 2.05 1.14 3 1.2110182
1202 2.1 1.14 4 1.5312563
1203 2.15 1.14 5 1.8514853
1204 2.2 1.14 2 0.89170357
1205 2.25 1.14 3 1.2119095
1206 2.3 1.14 4 1.5321017
1207 2.35 1.14 5 1.8522787
1208 2.4 1.14 2 0.89243931
1209 2.45 1.14 3 1.2125823
1210 2.5 1.14 4 1.5327066
1211 2.55 1.14 5 1.8528113
1212 2.6 1.14 2 0.89289577
1213 2.65 1.14 3 1.2129593
1214 2.7 1.14 4 1.5330015
1215 2.75 1.14 5 1.853022
1216 2.8 1.14 2 0.89302069
1217 2.85 1.14 3 1.2129976
1218 2.9 1.14 4 1.5329528
1219 2.95 1.14 5 1.8528867
1220 3 1.14 2 0.89279978
1221 0 1.2 4 1.53
1222 0.05 1.2 5 1.8488897
1223 0.1 1.2 2 0.88778736
1224 0.15 1.2 3 1.206701
1225 0.2 1.2 4 1.5256385
1226 0.25 1.2 5 1.8446075
1227 0.3 1.2 2 0.88361542
1228 0.35 1.2 3 1.2026694
1229 0.4 1.2 4 1.5217764
1230 0.45 1.2 5 1.8409427
1231 0.5 1.2 2 0.88017445
1232 0.55 1.2 3 1.1994771
1233 0.6 1.2 4 1.5188558
1234 0.65 1.2 5 1.8383149
1235 0.7 1.2 2 0.87785841
1236 0.75 1.2 0 0.23748958
1237 0.8 1.2 0 0.23721109
1238 0.85 1.2 0 0.23702493
1239 0.9 1.2 0 0.23693247
1240 0.95 1.2 0 0.23693437
1241 1 1.2 0 0.2370306
1242 1.05 1.2 0 0.23722048
1243 1.1 1.2 0 0.23750264
1244 1.15 1.2 0 0.23787504
1245 1.2 1.2 0 0.23833499
1246 1.25 1.2 0 0.23887917
1247 1.3 1.2 0 0.23950365
1248 1.35 1.2 0 0.24020391
1249 1.4 1.2 0 0.24097492
1250 1.45 1.2 0 0.24181109
1251 1.5 1.2 0 0.24270638
1252 1.55 1.2 0 0.24365435
1253 1.6 1.2 0 0.24464813
1254 1.65 1.2 0 0.24568056
1255 1.7 1.2 2 0.88674417
1256 1.75 1.2 3 1.2078313
1257 1.8 1.2 4 1.5289341
1258 1.85 1.2 5 1.8500446
1259 1.9 1.2 2 0.89115472
1260 1.95 1.2 3 1.2122565
1261 2 1.2 4 1.5333421
1262 2.05 1.2 5 1.8544035
1263 2.1 1.2 2 0.89543307
1264 2.15 1.2 3 1.2164234
1265 2.2 1.2 4 1.5373674
1266 2.25 1.2 5 1.8582582
1267 2.3 1.2 2 0.89908938
1268 2.35 1.2 3 1.2198549
1269 2.4 1.2 4 1.5405493
1270 2.45 1.2 5 1.8611675
1271 2.5 1.2 2 0.90170504
1272 2.55 1.2 3 1.2221581
1273 2.6 1.2 4 1.5425233
1274 2.65 1.2 5 1.8627982
1275 2.7 1.2 2 0.90298058
1276 2.75 1.2 3 1.2230693
1277 2.8 1.2 4 1.5430636
1278 2.85 1.2 5 1.8629636
1279 2.9 1.2 2 0.90276997
1280 2.95 1.2 3 1.2224841
1281 3 1.2 4 1.5421082
1282 0 1.26 2 0.89
1283 0.05 1.26 3 1.2080439
1284 0.1 1.26 4 1.526102
1285 0.15 1.26 5 1.8441881
1286 0.2 1.26 2 0.8823163
1287 0.25 1.26 3 1.2004999
1288 0.3 1.26 4 1.5187522
1289 0.35 1.26 5 1.8370856
1290 0.4 1.26 2 0.87551231
1291 0.45 1.26 3 1.1940436
1292 0.5 1.26 4 1.5126901
1293 0.55 1.26 5 1.8314617
1294 0.6 1.26 2 0.87036703
1295 0.65 1.26 3 1.1894142
1296 0.7 1.26 4 1.5086099
1297 0.75 1.26 5 1.8279602
1298 0.8 1.26 0 0.22746954
1299 0.85 1.26 0 0.22714159
1300 0.9 1.26 0 0.2269787
1301 0.95 1.26 0 0.22698203
1302 1 1.26 0 0.22715157
1303 1.05 1.26 0 0.22748609
1304 1.1 1.26 0 0.22798318
1305 1.15 1.26 0 0.22863924
1306 1.2 1.26 0 0.22944954
1307 1.25 1.26 0 0.23040823
1308 1.3 1.26 0 0.23150838
1309 1.35 1.26 0 0.23274206
1310 1.4 1.26 0 0.23410035
1311 1.45 1.26 0 0.23557344
1312 1.5 1.26 0 0.2371507
1313 1.55 1.26 0 0.23882075
1314 1.6 1.26 0 0.24057151
1315 1.65 1.26 0 0.24239036
1316 1.7 1.26 4 1.5242641
1317 1.75 1.26 5 1.8461794
1318 1.8 1.26 2 0.88812215
1319 1.85 1.26 3 1.2100785
1320 1.9 1.26 4 1.5320343
1321 1.95 1.26 5 1.8539754
1322 2 1.26 2 0.89588779
1323 2.05 1.26 3 1.2177577
1324 2.1 1.26 4 1.5395715
1325 2.15 1.26 5 1.8613163
1326 2.2 1.26 2 0.90297933
1327 2.25 1.26 3 1.2245486
1328 2.3 1.26 4 1.5460129
1329 2.35 1.26 5 1.8673616
1330 2.4 1.26 2 0.90858485
1331 2.45 1.26 3 1.2296739
1332 2.5 1.26 4 1.550621
1333 2.55 1.26 5 1.8714191
1334 2.6 1.26 2 0.91206259
1335 2.65 1.26 3 1.2325468
1336 2.7 1.26 4 1.5528681
1337 2.75 1.26 5 1.8730244
1338 2.8 1.26 2 0.91301436
1339 2.85 1.26 3 1.2328382
1340 2.9 1.26 4 1.5524971
1341 2.95 1.26 5 1.8719936
1342 3 1.26 2 0.91133121
1343 0 1.32 4 1.53
1344 0.05 1.32 5 1.847212
1345 0.1 1.32 2 0.88444404
1346 0.15 1.32 3 1.2017162
1347 0.2 1.32 4 1.5190483
1348 0.25 1.32 5 1.8364594
1349 0.3 1.32 2 0.87396823
1350 0.35 1.32 3 1.1915929
1351 0.4 1.32 4 1.5093504
1352 0.45 1.32 5 1.827257
1353 0.5 1.32 2 0.86532791
1354 0.55 1.32 3 1.1835769
1355 0.6 1.32 4 1.5020167
1356 0.65 1.32 5 1.8206586
1357 0.7 1.32 2 0.85951231
1358 0.75 1.32 3 1.1785862
1359 0.8 1.32 0 0.21788687
1360 0.85 1.32 0 0.21741944
1361 0.9 1.32 0 0.21718727
1362 0.95 1.32 0 0.21719202
1363 1 1.32 0 0.21743367
1364 1.05 1.32 0 0.21791047
1365 1.1 1.32 0 0.21861898
1366 1.15 1.32 0 0.21955407
1367 1.2 1.32 0 0.22070901
1368 1.25 1.32 0 0.22207545
1369 1.3 1.32 0 0.22364352
1370 1.35 1.32 0 0.2254019
1371 1.4 1.32 0 0.2273379
1372 1.45 1.32 0 0.22943753
1373 1.5 1.32 0 0.23168563
1374 1.55 1.32 0 0.23406598
1375 1.6 1.32 0 0.23656138
1376 1.65 1.32 5 1.8391538
1377 1.7 1.32 2 0.88182457
1378 1.75 1.32 3 1.2045544
1379 1.8 1.32 4 1.5273235
1380 1.85 1.32 5 1.8501119
1381 1.9 1.32 2 0.89289952
1382 1.95 1.32 3 1.2156662
1383 2 1.32 4 1.538392
1384 2.05 1.32 0 0.26105716
1385 2.1 1.32 0 0.2636425
1386 2.15 1.32 0 0.26612933
1387 2.2 1.32 0 0.2684997
1388 2.25 1.32 0 0.27073649
1389 2.3 1.32 2 0.91282354
1390 2.35 1.32 3 1.2347458
1391 2.4 1.32 4 1.5564894
1392 2.45 1.32 5 1.8780417
1393 2.5 1.32 2 0.9193915
1394 2.55 1.32 3 1.2405291
1395 2.6 1.32 4 1.5614463
1396 2.65 1.32 5 1.8821364
1397 2.7 1.32 2 0.92259441
1398 2.75 1.32 3 1.2428171
1399 2.8 1.32 4 1.5628028
1400 2.85 1.32 5 1.8825517
1401 2.9 1.32 2 0.92206556
1402 2.95 1.32 3 1.2413479
1403 3 1.32 4 1.5604038
1404 0 1.38 2 0.89
1405 0.05 1.38 3 1.2063997
1406 0.1 1.38 4 1.5228253
1407 0.15 1.38 5 1.8393028
1408 0.2 1.38 2 0.87585746
1409 0.25 1.38 3 1.1925143
1410 0.3 1.38 4 1.5092974
1411 0.35 1.38 5 1.8262299
1412 0.4 1.38 2 0.86333411
1413 0.45 1.38 3 1.1806309
1414 0.5 1.38 4 1.4981397
1415 0.55 1.38 5 1.8158785
1416 0.6 1.38 2 0.85386375
1417 0.65 1.38 3 1.1721099
1418 0.7 1.38 4 1.4906297
1419 0.75 1.38 5 1.8094337
