# generated large cluster fixture
# 1200 clusters and 3 timesteps
# Chunk c_x c_y c_z vx vy vz Ncount
100 1200 315900
383 11.004212 7.7903551 1.5763779 -0.16782301 0.26726623 0.41905649 241
384 6.4206202 3.1040636 0.77253032 -0.11219433 0.29597533 0.42416276 25
385 1.837028 6.4177721 2.9686827 -0.056457845 0.32446867 0.42911591 311
386 9.2534359 1.7314806 2.1648352 -0.00066710583 0.35272549 0.43391415 99
387 4.6698438 5.0451891 1.3609876 0.055124274 0.38072519 0.43855576 389
388 0.08625162 0.3588976 0.55714001 0.11086268 0.40844736 0.44303905 181
389 7.5026595 3.6726061 2.7532924 0.16649456 0.43587178 0.44736241 475
390 2.9190674 6.9863146 1.9494449 0.22196645 0.46297848 0.45152428 271
391 10.335475 2.3000231 1.1455973 0.27722505 0.48974769 0.45552315 69
392 5.7518831 5.6137316 0.3417497 0.33221726 0.51615989 0.45935759 369
393 1.1682909 0.92744009 2.5379021 0.38689023 0.54219583 0.4630262 171
394 8.5846988 4.2411486 1.7340545 0.44119143 0.56783653 0.46652766 475
395 4.0011067 7.5548571 0.93020697 0.49506868 0.59306331 0.46986071 281
396 11.417515 2.8685656 0.12635939 0.5484702 0.61785777 0.47302415 89
397 6.8339224 6.1822741 2.3225118 0.60134469 0.64220185 0.47601683 399
398 2.2503303 1.4959826 1.5186642 0.65364133 0.66607778 0.47883767 211
399 9.6667381 4.8096911 0.71481666 0.70530987 0.68946817 0.48148566 25
400 5.083146 0.12339958 2.9109691 0.75630067 0.71235597 0.48395984 341
401 0.49955387 3.4371081 2.1071215 0.80656471 0.7347245 0.48625931 159
402 7.9159617 6.7508166 1.3032739 0.85605371 0.75655744 0.48838325 479
403 3.3323696 2.0645251 0.49942635 0.90472011 0.77783889 0.49033088 301
404 10.748777 5.3782336 2.6955788 0.95251715 0.79855332 0.49210152 125
405 6.1651853 0.69194208 1.8917312 0.99939888 0.81868565 0.49369451 451
406 1.5815932 4.0056506 1.0878836 1.0453203 0.83822119 0.49510928 279
407 8.9980011 7.3193591 0.28403604 1.0902372 0.85714571 0.49634532 109
408 4.4144089 2.6330676 2.4801885 1.1341065 0.8754454 0.49740219 441
409 11.830817 5.9467761 1.6763409 1.176886 0.89310693 0.4982795 275
410 7.2472247 1.2604846 0.87249331 1.2185346 0.91011743 0.49897694 111
411 2.6636325 4.5741931 0.068645734 1.2590123 0.92646449 0.49949425 449
412 10.08004 7.8879016 2.2647982 1.2982801 0.9421362 0.49983125 289
413 5.4964482 3.2016101 1.4609506 1.3363004 0.95712113 0.49998781 131
414 0.91285611 6.5153186 0.657103 1.3730367 0.97140837 0.49996389 475
415 8.329264 1.8290271 2.8532554 1.4084535 0.98498749 0.49975948 321
416 3.7456718 5.1427356 2.0494078 1.442517 0.9978486 0.49937467 169
417 11.16208 0.45644407 1.2455603 1.4751943 1.0099823 0.49880959 19
418 6.5784876 3.7701526 0.44171269 1.506454 1.0213798 0.49806444 371
419 1.9948954 7.0838611 2.6378651 1.5362662 1.0320328 0.4971395 225
420 9.4113033 2.3975696 1.8340175 1.5646021 1.0419334 0.49603509 81
421 4.8277112 5.7112781 1.03017 1.5914346 1.0510745 0.49475163 439
422 0.24411903 1.0249866 0.22632238 1.6167378 1.0594495 0.49328956 299
423 7.6605269 4.3386951 2.4224748 1.6404874 1.0670521 0.49164942 161
424 3.0769348 7.6524036 1.6186272 1.6626607 1.0738769 0.4898318 25
425 10.493343 2.9661121 0.81477965 1.6832363 1.0799189 0.48783735 391
426 5.9097505 6.2798206 0.010932074 1.7021944 1.0851737 0.4856668 259
427 1.3261584 1.5935291 2.2070845 1.7195169 1.0896374 0.48332094 129
428 8.7425662 4.9072376 1.4032369 1.735187 1.0933069 0.48080059 501
429 4.1589741 0.22094605 0.59938934 1.7491897 1.0961794 0.47810669 375
430 11.575382 3.5346546 2.7955418 1.7615116 1.0982528 0.47524019 251
431 6.9917898 6.8483631 1.9916942 1.7721409 1.0995256 0.47220214 129
432 2.4081977 2.1620716 1.1878466 1.7810672 1.0999969 0.46899362 9
433 9.8246055 5.47578 0.38399903 1.7882821 1.0996664 0.46561581 391
434 5.2410134 0.78948855 2.5801515 1.7937785 1.0985342 0.46206991 275
435 0.65742127 4.103197 1.7763039 1.7975513 1.0966013 0.45835721 161
436 8.0738291 7.4169055 0.9724563 1.7995968 1.093869 0.45447905 49
437 3.490237 2.730614 0.16860872 1.799913 1.0903394 0.45043682 439
438 10.906645 6.0443225 2.3647611 1.7984996 1.0860149 0.446232 331
439 6.3230527 1.358031 1.5609136 1.795358 1.0808987 0.44186608 225
440 1.7394606 4.6717395 0.75706599 1.7904912 1.0749947 0.43734066 121
441 9.1558685 7.985448 2.9532184 1.7839039 1.068307 0.43265737 19
442 4.5722763 3.2991565 2.1493708 1.7756024 1.0608406 0.42781789 419
443 11.988684 6.612865 1.3455233 1.7655946 1.0526008 0.42282397 321
444 7.4050921 1.9265735 0.54167568 1.7538903 1.0435938 0.41767742 225
445 2.8214999 5.240282 2.7378281 1.7405006 1.033826 0.41238009 131
446 10.237908 0.55399054 1.9339805 1.7254384 1.0233046 0.40693389 39
447 5.6543157 3.867699 1.130133 1.7087183 1.0120373 0.4013408 449
448 1.0707235 7.1814075 0.32628537 1.6903561 1.0000322 0.39560283 361
449 8.4871314 2.495116 2.5224378 1.6703697 0.98729816 0.38972205 275
450 3.9035393 5.8088245 1.7185902 1.6487781 0.97384442 0.38370058 191
451 11.319947 1.122533 0.91474264 1.6256023 0.95968079 0.3775406 109
452 6.736355 4.4362415 0.11089506 1.6008643 0.9448176 0.37124433 29
453 2.1527628 7.74995 2.3070475 1.574588 0.92926567 0.36481405 451
454 9.5691707 3.0636585 1.5031999 1.5467987 0.91303635 0.35825208 375
455 4.9855786 6.377367 0.69935233 1.517523 0.89614147 0.35156078 301
456 0.40198644 1.6910755 2.8955048 1.4867891 0.87859335 0.34474257 229
457 7.8183943 5.004784 2.0916572 1.4546265 0.86040476 0.33779991 159
458 3.2348022 0.31849252 1.2878096 1.4210662 0.84158898 0.33073531 91
459 10.65121 3.632201 0.48396202 1.3861402 0.82215972 0.32355131 25
460 6.0676179 6.9459095 2.6801144 1.3498824 0.80213114 0.31625052 461
461 1.4840258 2.259618 1.8762669 1.3123273 0.78151784 0.30883557 399
462 8.9004336 5.5733265 1.0724193 1.2735113 0.76033485 0.30130913 339
463 4.3168415 0.88703502 0.26857171 1.2334715 0.73859761 0.29367392 281
464 11.733249 4.2007435 2.4647241 1.1922464 0.71632196 0.2859327 225
465 7.1496572 7.514452 1.6608766 1.1498756 0.69352415 0.27808825 171
466 2.5660651 2.8281605 0.85702898 1.1063999 0.67022079 0.27014343 119
467 9.982473 6.141869 0.053181406 1.0618611 0.64642887 0.26210108 69
468 5.3988808 1.4555775 2.2493338 1.0163019 0.62216573 0.25396412 21
469 0.81528868 4.769286 1.4454863 0.96976608 0.59744906 0.24573547 475
470 8.2316966 0.082994511 0.64163867 0.92229841 0.57229687 0.23741813 431
471 3.6481044 3.396703 2.8377911 0.87394448 0.54672751 0.22901507 389
472 11.064512 6.7104115 2.0339435 0.82475075 0.5207596 0.22052935 349
473 6.4809201 2.02412 1.2300959 0.77476451 0.49441209 0.21196401 311
474 1.897328 5.3378285 0.42624836 0.72403377 0.46770417 0.20332216 275
475 9.3137359 0.65153701 2.6224008 0.67260729 0.44065531 0.19460691 241
476 4.7301437 3.9652455 1.8185532 0.62053449 0.41328524 0.18582141 209
477 0.1465516 7.278954 1.0147056 0.56786541 0.3856139 0.17696883 179
478 7.5629595 2.5926625 0.21085806 0.51465065 0.35766146 0.16805237 151
479 2.9793673 5.906371 2.4070105 0.46094135 0.32944831 0.15907524 125
480 10.395775 1.2200795 1.6031629 0.40678912 0.300995 0.15004069 101
481 5.8121831 4.533788 0.79931532 0.352246 0.27232228 0.14095197 79
482 1.2285909 7.8474965 2.9954677 0.29736439 0.24345105 0.13181237 59
483 8.6449988 3.161205 2.1916202 0.24219704 0.21440235 0.12262519 41
484 4.0614067 6.4749135 1.3877726 0.18679696 0.18519736 0.11339375 25
485 11.477815 1.788622 0.58392501 0.13121738 0.15585738 0.10412137 11
486 6.8942224 5.1023305 2.7800774 0.075511716 0.12640378 0.094811399 499
487 2.3106303 0.41603899 1.9762299 0.019733487 0.096858035 0.085467206 489
488 9.7270381 3.7297475 1.1723823 -0.036063704 0.067241687 0.07609216 481
489 5.143446 7.043456 0.36853471 -0.091826242 0.037576323 0.066689645 475
490 0.55985385 2.3571645 2.5646871 -0.14750054 0.0078835678 0.057263056 471
491 7.9762617 5.670873 1.7608396 -0.2030331 -0.021814935 0.047815796 469
492 3.3926696 0.98458149 0.95699197 -0.25837057 -0.051497535 0.038351275 469
493 10.809077 4.29829 0.1531444 -0.31345976 -0.081142595 0.02887291 471
494 6.2254853 7.6119985 2.3492968 -0.36824773 -0.11072851 0.019384121 475
495 1.6418932 2.925707 1.5454492 -0.42268185 -0.1402337 0.0098883357 481
496 9.058301 6.2394155 0.74160166 -0.47670981 -0.16963667 0.00038898035 489
497 4.4747089 1.553124 2.9377541 -0.53027968 -0.19891599 -0.0091105154 499
498 11.891117 4.8668325 2.1339065 -0.58334 -0.2280503 -0.018606722 11
499 7.3075246 0.18054098 1.3300589 -0.63583977 -0.25701837 -0.028096213 25
500 2.7239325 3.4942495 0.52621135 -0.68772855 -0.28579909 -0.03757556 41
501 10.14034 6.807958 2.7223638 -0.73895648 -0.31437148 -0.047041344 59
502 5.5567482 2.1216665 1.9185162 -0.78947432 -0.3427147 -0.056490146 79
503 0.97315609 5.435375 1.1146686 -0.83923354 -0.37080809 -0.065918555 101
504 8.389564 0.74908348 0.31082105 -0.88818632 -0.39863119 -0.075323169 125
505 3.8059718 4.062792 2.5069735 -0.93628562 -0.4261637 -0.084700592 151
506 11.22238 7.3765005 1.7031259 -0.98348523 -0.45338555 -0.094047439 179
507 6.6387876 2.690209 0.89927831 -1.0297398 -0.48027691 -0.10336034 209
508 2.0551954 6.0039175 0.095430737 -1.0750048 -0.50681817 -0.11263592 241
509 9.4716033 1.317626 2.2915832 -1.1192369 -0.53298998 -0.12187084 275
510 4.8880112 4.6313345 1.4877356 -1.1623934 -0.55877326 -0.13106178 311
511 0.30441901 7.945043 0.683888 -1.204433 -0.58414922 -0.14020539 349
512 7.7208269 3.2587515 2.8800404 -1.2453152 -0.60909937 -0.1492984 389
513 3.1372347 6.57246 2.0761929 -1.2850008 -0.6336055 -0.15833751 431
514 10.553643 1.8861685 1.2723453 -1.3234516 -0.65764977 -0.16731946 475
515 5.9700505 5.199877 0.4684977 -1.3606306 -0.68121464 -0.17624102 21
516 1.3864583 0.51358546 2.6646501 -1.3965022 -0.70428293 -0.18509895 69
517 8.8028662 3.827294 1.8608025 -1.4310318 -0.72683783 -0.19389006 119
518 4.2192741 7.1410025 1.056955 -1.4641864 -0.7488629 -0.20261118 171
519 11.635682 2.454711 0.25310739 -1.4959339 -0.77034209 -0.21125916 225
520 7.0520898 5.7684195 2.4492598 -1.526244 -0.79125972 -0.21983088 281
521 2.4684977 1.082128 1.6454122 -1.5550875 -0.81160057 -0.22832324 339
522 9.8849055 4.3958365 0.84156465 -1.5824367 -0.83134979 -0.23673318 399
523 5.3013134 7.709545 0.037717077 -1.6082652 -0.85049299 -0.24505766 461
524 0.71772126 3.0232535 2.2338695 -1.6325484 -0.86901623 -0.25329367 25
525 8.1341291 6.336962 1.4300219 -1.6552628 -0.88690599 -0.26143825 91
526 3.550537 1.6506705 0.62617435 -1.6763866 -0.90414923 -0.26948846 159
527 10.966945 4.964379 2.8223268 -1.6958995 -0.92073339 -0.27744138 229
528 6.3833527 0.27808745 2.0184792 -1.7137828 -0.93664638 -0.28529415 301
529 1.7997606 3.5917959 1.2146316 -1.7300193 -0.95187659 -0.29304393 375
530 9.2161684 6.9055044 0.41078404 -1.7445934 -0.96641292 -0.30068793 451
531 4.6325763 2.2192129 2.6069365 -1.7574911 -0.98024479 -0.30822338 29
532 0.04898418 5.5329214 1.8030889 -1.7686999 -0.99336209 -0.31564756 109
533 7.465392 0.84662995 0.9992413 -1.7782092 -1.0057553 -0.3229578 191
534 2.8817999 4.1603384 0.19539373 -1.7860097 -1.0174153 -0.33015146 275
535 10.298208 7.4740469 2.3915461 -1.792094 -1.0283337 -0.33722593 361
536 5.7146156 2.7877554 1.5876986 -1.7964563 -1.0385025 -0.34417867 449
537 1.1310235 6.1014639 0.783851 -1.7990923 -1.0479143 -0.35100717 39
538 8.5474314 1.4151724 2.9800034 -1.7999995 -1.0565621 -0.35770895 131
539 3.9638392 4.7288809 2.1761558 -1.799177 -1.0644398 -0.36428161 225
540 11.380247 0.042589438 1.3723083 -1.7966257 -1.0715416 -0.37072276 321
541 6.796655 3.3562979 0.56846069 -1.792348 -1.0778622 -0.37703009 419
542 2.2130628 6.6700064 2.7646131 -1.7863479 -1.0833972 -0.38320131 19
543 9.6294707 1.9837149 1.9607655 -1.7786313 -1.0881424 -0.3892342 121
544 5.0458786 5.2974234 1.156918 -1.7692056 -1.0920943 -0.39512659 225
545 0.46228643 0.61113193 0.35307038 -1.7580798 -1.0952502 -0.40087633 331
546 7.8786943 3.9248404 2.5492228 -1.7452646 -1.0976077 -0.40648137 439
547 3.2951022 7.2385489 1.7453752 -1.7307724 -1.0991651 -0.41193966 49
548 10.71151 2.5522574 0.94152765 -1.714617 -1.0999213 -0.41724926 161
549 6.1279179 5.8659659 0.13768007 -1.696814 -1.0998756 -0.42240823 275
550 1.5443257 1.1796744 2.3338325 -1.6773805 -1.0990282 -0.42741471 391
551 8.9607336 4.4933829 1.5299849 -1.6563352 -1.0973797 -0.43226691 9
552 4.3771415 7.8070914 0.72613734 -1.6336983 -1.0949312 -0.43696306 129
553 11.793549 3.1207999 2.9222898 -1.6094915 -1.0916846 -0.44150147 251
554 7.2099572 6.4345084 2.1184422 -1.5837381 -1.0876421 -0.4458805 375
555 2.6263651 1.7482169 1.3145946 -1.5564628 -1.0828069 -0.45009858 501
556 10.042773 5.0619254 0.51074703 -1.5276919 -1.0771823 -0.45415417 129
557 5.4591808 0.37563392 2.7068994 -1.4974531 -1.0707725 -0.45804583 259
558 0.87558867 3.6893424 1.9030519 -1.4657752 -1.0635821 -0.46177213 391
559 8.2919965 7.0030509 1.0992043 -1.4326889 -1.0556165 -0.46533173 25
560 3.7084044 2.3167594 0.29535672 -1.3982259 -1.0468813 -0.46872336 161
561 11.124812 5.6304679 2.4915091 -1.3624193 -1.037383 -0.47194578 299
562 6.5412201 0.94417642 1.6876616 -1.3253035 -1.0271285 -0.47499784 439
563 1.957628 4.2578849 0.88381399 -1.2869142 -1.0161253 -0.47787842 81
564 9.3740359 7.5715934 0.079966408 -1.2472883 -1.0043814 -0.4805865 225
565 4.7904437 2.8853019 2.2761188 -1.2064638 -0.99190527 -0.48312109 371
566 0.20685159 6.1990104 1.4722713 -1.16448 -0.97870613 -0.48548128 19
567 7.6232595 1.5127189 0.66842368 -1.1213772 -0.96479356 -0.48766622 169
568 3.0396673 4.8264274 2.8645761 -1.0771969 -0.95017769 -0.48967511 321
569 10.456075 0.14013591 2.0607285 -1.0319815 -0.93486919 -0.49150723 475
570 5.872483 3.4538444 1.2568809 -0.98577437 -0.91887921 -0.49316193 131
571 1.2888909 6.7675529 0.45303337 -0.93862003 -0.90221941 -0.4946386 289
572 8.7052988 2.0812614 2.6491858 -0.89056375 -0.88490193 -0.49593672 449
573 4.1217066 5.3949699 1.8453382 -0.8416517 -0.86693939 -0.4970558 111
574 11.538115 0.7086784 1.0414906 -0.7919309 -0.8483449 -0.49799545 275
575 6.9545224 4.0223869 0.23764306 -0.7414491 -0.82913199 -0.49875533 441
576 2.3709302 7.3360954 2.4337955 -0.69025484 -0.80931469 -0.49933517 109
577 9.7873381 2.6498039 1.6299479 -0.63839729 -0.78890744 -0.49973475 279
578 5.203746 5.9635124 0.82610033 -0.58592629 -0.7679251 -0.49995394 451
579 0.62015384 1.2772209 0.022252749 -0.53289226 -0.74638298 -0.49999264 125
580 8.0365617 4.5909294 2.2184052 -0.47934616 -0.72429678 -0.49985085 301
581 3.4529696 7.9046379 1.4145576 -0.42533944 -0.7016826 -0.49952863 479
582 10.869377 3.2183464 0.61071002 -0.37092401 -0.67855693 -0.49902607 159
583 6.2857853 6.5320549 2.8068624 -0.31615215 -0.65493662 -0.49834338 341
584 1.7021932 1.8457634 2.0030149 -0.26107649 -0.63083888 -0.49748079 25
585 9.118601 5.1594719 1.1991673 -0.20574996 -0.6062813 -0.49643861 211
586 4.5350089 0.47318039 0.39531971 -0.15022571 -0.58128176 -0.49521723 399
587 11.951417 3.7868889 2.5914721 -0.094557115 -0.55585849 -0.49381707 89
588 7.3678246 7.1005974 1.7876246 -0.038797654 -0.53003003 -0.49223866 281
589 2.7842325 2.4143059 0.98377698 0.016999089 -0.5038152 -0.49048255 475
590 10.20064 5.7280144 0.1799294 0.072779496 -0.47723311 -0.48854938 171
591 5.6170482 1.0417229 2.3760818 0.12848997 -0.45030314 -0.48643985 369
592 1.0334561 4.3554314 1.5722342 0.18407697 -0.42304491 -0.48415472 69
593 8.4498639 7.6691399 0.76838667 0.23948709 -0.39547831 -0.48169482 271
594 3.8662718 2.9828484 2.9645391 0.29466708 -0.36762342 -0.47906103 475
595 11.28268 6.2965569 2.1606915 0.34956392 -0.33950055 -0.4762543 181
596 6.6990875 1.6102654 1.3568439 0.40412485 -0.31113019 -0.47327565 389
597 2.1154954 4.9239739 0.55299636 0.45829746 -0.28253304 -0.47012616 99
598 9.5319033 0.23768238 2.7491488 0.51202967 -0.25372993 -0.46680695 311
599 4.9483111 3.5513909 1.9453012 0.56526986 -0.22474187 -0.46331923 25
600 0.364719 6.8650994 1.1414536 0.61796687 -0.19558998 -0.45966426 241
601 7.7811269 2.1788079 0.33760605 0.67007006 -0.16629551 -0.45584336 459
602 3.1975347 5.4925164 2.5337585 0.72152937 -0.13687982 -0.4518579 179
603 10.613943 0.80622487 1.7299109 0.77229534 -0.10736435 -0.44770932 401
604 6.0303505 4.1199334 0.92606332 0.8223192 -0.077770618 -0.44339913 125
605 1.4467583 7.4336419 0.12221574 0.87155287 -0.048120193 -0.43892887 351
606 8.8631662 2.7473504 2.3183682 0.91994905 -0.018434691 -0.43430017 79
607 4.2795741 6.0610589 1.5145206 0.96746122 0.011264249 -0.42951469 309
608 11.695982 1.3747674 0.71067301 1.0140437 0.040954978 -0.42457415 41
609 7.1123898 4.6884759 2.9068254 1.0596518 0.070615852 -0.41948035 275
610 2.5287977 0.0021843656 2.1029779 1.1042417 0.10022525 -0.41423513 11
611 9.9452055 3.3158929 1.2991303 1.1477705 0.12976159 -0.40884037 249
612 5.3616134 6.6296014 0.4952827 1.1901963 0.15920334 -0.40329802 489
613 0.77802124 1.9433099 2.6914351 1.2314785 0.18852904 -0.39761008 231
614 8.1944291 5.2570184 1.8875875 1.2715773 0.2177173 -0.39177862 475
615 3.610837 0.57072686 1.08374 1.3104542 0.24674686 -0.38580572 221
616 11.027245 3.8844354 0.27989239 1.3480719 0.27559656 -0.37969355 469
617 6.4436527 7.1981439 2.4760448 1.3843941 0.30424535 -0.37344432 219
618 1.8600606 2.5118524 1.6721972 1.4193861 0.33267237 -0.36706028 471
619 9.2764684 5.8255609 0.86834966 1.4530142 0.36085688 -0.36054374 225
620 4.6928763 1.1392694 0.06450208 1.485246 0.38877834 -0.35389704 481
621 0.10928416 4.4529779 2.2606545 1.5160506 0.4164164 -0.34712259 239
622 7.525692 7.7666864 1.4568069 1.5453984 0.44375091 -0.34022283 499
623 2.9420999 3.0803949 0.65295935 1.5732612 0.47076195 -0.33320025 261
624 10.358508 6.3941034 2.8491118 1.5996123 0.49742982 -0.32605739 25
625 5.7749156 1.7078118 2.0452642 1.6244262 0.52373508 -0.31879683 291
626 1.1913235 5.0215203 1.2414166 1.6476791 0.54965857 -0.31142119 59
627 8.6077314 0.33522885 0.43756904 1.6693488 0.57518138 -0.30393313 329
628 4.0241392 3.6489373 2.6337215 1.6894144 0.60028491 -0.29633535 101
629 11.440547 6.9626458 1.8298739 1.7078565 0.62495086 -0.2886306 375
630 6.856955 2.2763543 1.0260263 1.7246576 0.64916124 -0.28082165 151
631 2.2733628 5.5900628 0.22217873 1.7398013 0.67289842 -0.27291133 429
632 9.6897707 0.90377134 2.4183312 1.7532733 0.69614508 -0.26490249 209
633 5.1061785 4.2174798 1.6144836 1.7650605 0.71888429 -0.25679803 491
634 0.52258641 7.5311883 0.810636 1.7751516 0.74109946 -0.24860086 275
635 7.9389943 2.8448968 0.0067884208 1.7835369 0.7627744 -0.24031396 61
636 3.3554021 6.1586053 2.2029408 1.7902084 0.78389331 -0.2319403 349
637 10.77181 1.4723138 1.3990933 1.7951597 0.8044408 -0.22348291 139
638 6.1882179 4.7860223 0.59524569 1.7983859 0.82440189 -0.21494485 431
639 1.6046257 0.099730835 2.7913981 1.799884 0.84376202 -0.2063292 225
640 9.0210336 3.4134393 1.9875505 1.7996526 0.86250709 -0.19763906 21
641 4.4374415 6.7271478 1.183703 1.7976918 0.88062343 -0.18887758 319
642 11.853849 2.0408563 0.37985538 1.7940036 0.89809783 -0.18004792 119
643 7.2702572 5.3545648 2.5760078 1.7885915 0.91491757 -0.17115326 421
644 2.6866651 0.66827333 1.7721602 1.7814607 0.93107036 -0.16219681 225
645 10.103073 3.9819818 0.96831265 1.7726181 0.94654445 -0.15318182 31
646 5.5194808 7.2956903 0.16446507 1.7620721 0.96132855 -0.14411152 339
647 0.93588865 2.6093988 2.3606175 1.7498328 0.97541188 -0.13498921 149
648 8.3522965 5.9231073 1.5567699 1.7359122 0.98878418 -0.12581816 461
649 3.7687044 1.2368158 0.75292234 1.7203234 1.0014357 -0.1166017 275
650 11.185112 4.5505243 2.9490748 1.7030816 1.0133572 -0.10734314 91
651 6.6015201 7.8642328 2.1452272 1.6842032 1.02454 -0.098045837 409
652 2.017928 3.1779413 1.3413796 1.6637064 1.034976 -0.088713138 229
653 9.4343358 6.4916498 0.53753203 1.641611 1.0446576 -0.079348414 51
654 4.8507437 1.8053583 2.7336845 1.617938 1.0535776 -0.069955047 375
655 0.26715157 5.1190668 1.9298369 1.5927104 1.0617296 -0.060536426 201
656 7.6835594 0.43277532 1.1259893 1.5659523 1.0691076 -0.051095953 29
657 3.0999673 3.7464838 0.32214172 1.5376894 1.0757064 -0.041637034 359
658 10.516375 7.0601923 2.5182941 1.507949 1.0815209 -0.032163085 191
659 5.932783 2.3739008 1.7144466 1.4767595 1.0865471 -0.022677525 25
660 1.3491909 5.6876093 0.91059899 1.4441509 1.0907813 -0.013183779 361
661 8.7655988 1.0013178 0.10675141 1.4101547 1.0942203 -0.0036852738 199
662 4.1820066 4.3150263 2.3029038 1.3748033 1.0968617 0.0058145618 39
663 11.598414 7.6287348 1.4990563 1.338131 1.0987035 0.015312298 381
664 7.0148224 2.9424433 0.69520868 1.3001727 1.0997444 0.024804507 225
665 2.4312302 6.2561518 2.8913611 1.2609651 1.0999837 0.034287762 71
666 9.8476381 1.5698603 2.0875135 1.2205458 1.0994211 0.04375864 419
667 5.264046 4.8835688 1.2836659 1.1789537 1.0980571 0.05321372 269
668 0.68045382 0.19727731 0.47981837 1.1362287 1.0958926 0.062649592 121
669 8.0968617 3.5109858 2.6759708 1.0924118 1.0929293 0.072062847 475
670 3.5132696 6.8246943 1.8721232 1.0475452 1.0891693 0.081450089 331
671 10.929677 2.1384028 1.0682756 1.0016721 1.0846154 0.090807928 189
672 6.3460853 5.4521113 0.26442806 0.95483634 1.0792708 0.10013299 49
673 1.7624931 0.7658198 2.4605805 0.9070831 1.0731394 0.1094219 411
674 9.178901 4.0795283 1.6567329 0.85845822 1.0662258 0.11867131 275
675 4.5953089 7.3932368 0.85288533 0.80900843 1.058535 0.12787788 141
676 0.01171674 2.7069453 0.049037752 0.75878124 1.0500725 0.13703829 9
677 7.4281246 6.0206538 2.2451902 0.70782493 1.0408446 0.14614923 379
678 2.8445325 1.3343623 1.4413426 0.65618845 1.0308579 0.15520741 251
679 10.26094 4.6480708 0.63749502 0.60392142 1.0201198 0.16420957 125
680 5.6773482 7.9617793 2.8336474 0.55107407 1.0086381 0.17315244 501
681 1.0937561 3.2754878 2.0297999 0.49769718 0.99642111 0.18203281 379
682 8.5101639 6.5891963 1.2259523 0.44384204 0.98347779 0.19084747 259
683 3.9265718 1.9029048 0.42210471 0.38956041 0.96981755 0.19959324 141
684 11.34298 5.2166133 2.6182571 0.33490444 0.95545036 0.20826695 25
685 6.7593875 0.53032179 1.8144096 0.27992664 0.94038669 0.21686548 411
686 2.1757954 3.8440303 1.010562 0.22467987 0.92463751 0.22538573 299
687 9.5922033 7.1577388 0.2067144 0.16921719 0.90821432 0.23382461 189
688 5.0086111 2.4714473 2.4028668 0.1135919 0.89112908 0.24217908 81
689 0.42501899 5.7851558 1.5990192 0.057857468 0.87339425 0.25044613 475
690 7.8414269 1.0988643 0.79517167 0.0020674348 0.85502275 0.25862278 371
691 3.2578347 4.4125728 2.9913241 -0.053724585 0.83602798 0.26670606 269
692 10.674243 7.7262813 2.1874765 -0.10946498 0.81642378 0.27469306 169
693 6.0906504 3.0399898 1.3836289 -0.16510019 0.79622444 0.28258091 71
694 1.5070583 6.3536983 0.57978136 -0.22057674 0.77544469 0.29036674 475
695 8.9234662 1.6674068 2.7759338 -0.27584135 0.75409967 0.29804776 381
696 4.339874 4.9811153 1.9720862 -0.33084088 0.73220495 0.30562118 289
697 11.756282 0.29482378 1.1682386 -0.38552251 0.70977649 0.31308428 199
698 7.1726898 3.6085323 0.36439105 -0.43983368 0.68683063 0.32043436 111
699 2.5890976 6.9222408 2.5605435 -0.4937222 0.6633841 0.32766876 25
700 10.005506 2.2359493 1.7566959 -0.5471363 0.63945399 0.33478488 441
701 5.4219134 5.5496578 0.95284832 -0.60002463 0.61505775 0.34178015 359
702 0.83832123 0.86336627 0.14900074 -0.65233639 0.59021316 0.34865203 279
703 8.2547291 4.1770748 2.3451532 -0.70402131 0.56493833 0.35539806 201
704 3.671137 7.4907833 1.5413056 -0.75502971 0.53925169 0.36201579 125
705 11.087545 2.8044918 0.73745801 -0.80531259 0.51317195 0.36850284 51
706 6.5039527 6.1182003 2.9336104 -0.85482163 0.48671814 0.37485687 479
707 1.9203606 1.4319088 2.1297629 -0.90350925 0.45990953 0.38107557 409
708 9.3367684 4.7456173 1.3259153 -0.95132866 0.43276566 0.38715671 341
709 4.7531763 0.059325763 0.5220677 -0.99823392 0.40530633 0.39309809 275
710 0.16958415 3.3730343 2.7182201 -1.04418 0.37755155 0.39889757 211
711 7.585992 6.6867428 1.9143725 -1.0891226 0.34952155 0.40455304 149
712 3.0023999 2.0004513 1.110525 -1.1330187 0.32123676 0.41006248 89
713 10.418808 5.3141598 0.30667739 -1.1758261 0.29271781 0.41542389 31
714 5.8352156 0.62786826 2.5028298 -1.2175035 0.26398547 0.42063534 475
715 1.2516235 3.9415768 1.6989822 -1.2580111 0.23506071 0.42569494 421
716 8.6680313 7.2552853 0.89513466 -1.2973098 0.20596459 0.43060088 369
717 4.0844392 2.5689938 0.091287083 -1.3353619 0.17671834 0.43535137 319
718 11.500847 5.8827023 2.2874395 -1.3721308 0.14734327 0.4399447 271
719 6.9172549 1.1964108 1.4835919 -1.4075811 0.11786079 0.44437921 225
720 2.3336628 4.5101193 0.67974435 -1.441679 0.088292392 0.44865332 181
721 9.7500707 7.8238278 2.8758968 -1.4743914 0.058659635 0.45276546 139
722 5.1664785 3.1375362 2.0720492 -1.5056871 0.028984118 0.45671416 99
723 0.5828864 6.4512447 1.2682016 -1.535536 -0.00071252678 0.46049799 61
724 7.9992943 1.7649532 0.46435404 -1.5639093 -0.030408652 0.46411558 25
